,user_name,user_type,user_msg,user_msg_count,forum_type
68,Fred007,Active member,"Hi, can´t comment on Vyvance but I was on concerta and hated it, lack of appetite, lack of sleep and they didn´t work if I was tired. however they are extended release to maybe suit you better. I tried Wellbutrin but it did nothing. I am on Venlaxafine for MDD and ADHD and honestly it´s the best thing ever for ADHD, I can´t believe how well I am functioning. Without adding an afternoon stimulant I don´t think there is anything else you can take. Wellbutrin has been documented to help ADHD/ADD but Venlaxafine hasn´t but my psych recommended it as it´s a SNRI rather than an SRI like Wellbutrin.",40,ADHD_Forum
69,Admo,Member,Has anyone ever taken Dimethylaminoethanol and if so does it work for them?,7,ADHD_Forum
70,Orangeade,Well-known member,@Admo hope by commenting you get some answers x,"2,832",ADHD_Forum
71,Misssad1111,Well-known member,just curious who has a high enough dose? im on 15mg twice a day. i wanna go up to 30mg twice a day,"5,746",ADHD_Forum
72,Aurelius,Well-known member,"Maximum advised adult dose for ADHD is 40mg per day. Higher dosage levels than this have generally not been found to be more effective - but carry much higher side-effect risks ranging from increased vulnerability to addiction, to increased risk of mental health issues (i.e., psychosis or psychotic symptoms), to increased risk of major health issues (i.e., to the extent of very high doses being associated with sudden death).

60mg, in rare cases, is occasionally prescribed for people suffering from narcolepsy.

In my case 40mg increased my agitation, hyperactivity and (already chronic) insomnia. The increased hyperactivity was thought to be directly related to the increased insomnia.

Generally the daily dosage levels are increased by 5mg a week at a time until the best treatment outcomes are achieved. It is really important that this medically monitored and supervised by your prescribing doctor","1,652",ADHD_Forum
73,Hoggle,Well-known member,"I had narcolepsy in the latter years of my office career. Never knew about adderall.

I work from home now and get as much sleep as I want. but I am still generally lethargic.","51,610",ADHD_Forum
74,ADDlad66,Previously AnxietyLad66,Anyone have experience with pros and cons *for you personally* on using both the long-acting and short-acting ADD meds? Any replies much appreciated!,126,ADHD_Forum
75,Orangeade,Well-known member,@ADDlad66 hoping by commenting you get some answers,"2,832",ADHD_Forum
76,Misssad1111,Well-known member,"idk, why dont you just try both and see which you like best","5,746",ADHD_Forum
77,MiaKlausen,New member,"Hi all

I have a 12 year old son, who has a female friend, and she has recently been diagnosed with adhd. They have known each other since they were toddlers. It has alway been clear that some of her behavior was a bit off, we would just think ""bad manors"", ""a lone child behavior"" or simply ""purely raised"", but recently some traits has become more obvious. But the thing is that she adore my son and really cherish their friendship. And he is fond of her too, and he also have good times when they are together. They only see each other maybe every second month (we live far apart), when we will visit each other for a day or two. We are not the closest friends, but do enjoy their company, and they really want to hang out with us, probably also because she gets a long so well with my son. But I can see and hear, that it's really hard for him, especially on some occasions. Even though he won't say specifically, he is very worried if he say something that is not nice or might hurt someone. But more and more, he doesn't seem so eager to see her. When they are together, she is often stepping over his boundaries, even when he try to say no (he is not the best at this skill though). If they are asked to set the table or clean the room, she will do nothing, and he will do it all. He tell her that she should do her part, but she doesn't listen, and if for example her mom ask them again to finish, he will then do her part too, to avoid discussions. Sometimes they dare each other, just for fun, for example if you loose the ball on the beach you jump in to the water. When he loose, he jump in, as agreed, but when she loose, she makes excuses or end the game. He rarely gets his way, she decides most activities, and control most outcome of their interactions. She has even convinced him to give her a little kiss once even though he did not want to.
I know it's all little things and I also know that he is not the best at keeping his boundaries and holding on to his rights, so we are also working on this. However, his mild approach is working perfectly with all his other friends, boys and girls, where they have equal interactions.

In reality, he could just be done with it and choose other friends. We would not force him.
But on the other side, we would like for them to remain their relationship, since very lovely times do also come of it.

So now to the point. How do I help my son to thrive with this relationship, to manage her behavior or at least get some skills or ways of coping with it.
He does know that she has adhd, they joke with it, but only on a simple level in regards to for example her hyperactivity.

I know I should speak with the parents, but they are still struggling with it all, school and other social settings (she doesn't have many friends) and I don't wanna add to it right now, that their daughters behavior makes it very hard for our son to hang out with her, that she is over stepping his boundaries and behaving unfair to him. And that he might pull away for that reason.

I would just love some coping skills that my son could apply, or some ideas of what to tell him and how to guide him in this relationship.

Thank you in advance for your time.",1,ADHD_Forum
